product,usernames_count,rating_medio,usernames_count_log,rating_medio_log,coreness
"ASUS TUF GAMING 25"" (Actual size 24.5"") Full HD 1920 x 1080 1ms (MPRT) 144Hz HDMI DisplayPort Built-in Speakers Extreme Low Motion Blur Adaptive-sync IPS Gaming Monitor",116,4.232558139534884,4.7535901911063645,1.442806571383233,0.1359075043630017
"ASUS TUF Gaming 27"" 16:9 170 Hz Adaptive-Sync QHD HDR IPS Gaming Monitor",84,4.551724137931035,4.430816798843313,1.5155060925998969,0.8597560975609756
"ASUS TUF Gaming 27"" 16:9 HDR 165 Hz Adaptive-Sync TN Monitor",98,4.291139240506329,4.584967478670572,1.4565522549134289,0.2078970331588132
"ASUS VS Series 24"" (Actual size 23.6"") Full HD 1920 x 1080 60Hz HDMI VGA DVI-D SPLENDID Modes Widescreen LED Backlight LCD Monitor",190,4.526315789473684,5.247024072160486,1.5099083170870673,0.2164048865619546
ASUS Wireless-AC1750 Dual-Band Gigabit Router,431,4.5,6.066108090103747,1.5040773967762742,0.00021815008726
"ASUS ZenBook Pro Duo UX581 15.6"" 4K UHD NanoEdge Bezel Touch, Intel Core i7-9750H, 16 GB RAM, 1 TB PCIe SSD, GeForce RTX 2060, Innovative ScreenPad Plus, Windows 10 Pro - UX581GV-XB74T, Celestial Blue",183,4.380952380952381,5.209486152841421,1.4772661393256177,0.1278359511343804
"ASUS ZenWiFi XT8 AX6600 Wireless Tri-Band Mesh Wi-Fi System (2-Pack, White)",627,4.196428571428571,6.440946540632921,1.4342338234090095,0.0272687609075043
"ASUS® AC1900 Dual-Band Wi-Fi Gigabit Router, 1900 Mbps, 5 Port",530,4.22,6.272877006546167,1.4398351280479205,0.1681937172774869
"Acer B247Y 24"" (Actual Size: 23.8"") Full HD 1920 x 1080 Height Adjustable IPS Monitor with 2 x 4W Speakers",111,4.40625,4.709530201312334,1.4830239875784417,0.1910994764397905
"Acer Chromebook 315 15.6"" Intel Celeron N4020 1.1GHz 4GB Ram 64GB SSD Chrome OS -  Manufacturer Refurbished",34,4.615384615384615,3.5263605246161616,1.529395204760564,0.0680628272251308
"Acer ET322QK wmiipx 32"" (Actual size 31.5"") 4K 3840 x 2160 Ultra HD HDMI DisplayPort AMD FreeSync Built-in Speakers Widescreen LED Backlight LCD/LED Monitor",142,3.761904761904762,4.955827057601261,1.3249254147435985,0.224912739965096
"Acer G7 Series G257HU smidpx 25"" WQHD 2560 x 1440 2K 4ms (GTG) DVI HDMI DisplayPort Built-in Speakers LED Backlight IPS Monitor",125,4.085714285714285,4.8283137373023015,1.4074965687704937,0.2432373472949389
"Acer GF246 24"" LED LCD Monitor",28,4.03125,3.332204510175204,1.3940765015619456,0.9686411149825784
"Acer KA2 - 27"" Monitor Full HD 1920x1080 75Hz IPS 1ms VRB 16:9 250Nit",53,3.142857142857143,3.970291913552122,1.1451323043030026,0.9573170731707316
"Acer KG281K bmiipx 28"" Ultra HD 3840 x 2160 4K Resolution 1ms DisplayPort 2xHDMI AMD FreeSync Built-in Speakers Flicker-Free Widescreen LED Backlight Gaming Monitor",32,4.649122807017544,3.4657359027997265,1.536678558151672,0.7996515679442509
"Acer NITRO XV272U Pbmiiprzx 27"" WQHD 2560 x 1440 2K Resolution 1ms 144Hz DisplayPort 2xHDMI AMD Free-Sync USB 3.0 Hub Built-in Speakers Widescreen LED Backlight IPS Gaming Monitor",51,4.233333333333333,3.9318256327243257,1.442989704796436,0.9494773519163764
Acer Nitro 50 - Intel Core i5-10400F - 8 GB DDR4 - 512 GB SSD - GeForce GTX 1650 - Windows 10 Home - Gaming Desktop,32,4.523809523809524,3.4657359027997265,1.5093544538771178,0.0770069808027923
Acer Predator Helios 300 Intel Core i7 9750H 2.60GHz 16 GB RAM 512 GB SSD Win10H -  Manufacturer Refurbished,58,3.875,4.060443010546419,1.3545456628053103,0.8057491289198606
"Acer Predator XB1 XB271HU bmiprz 27"" WQHD 2560 x 1440 2K Resolution 144Hz (165Hz OverClock) HDMI DisplayPort NVIDIA G-Sync Built-in Speakers USB HUB LED Backlit IPS Gaming Monitor",171,4.394736842105263,5.14166355650266,1.4804076526903691,0.2290575916230366
"Acer Predator XB3 XB253Q Gxbmiiprzx 24.5"" Full HD 1920 x 1080 240 Hz HDMI, DisplayPort, USB, Audio G-Sync (NVIDIA Adaptive Sync) Built-in Speakers Flat Panel IPS Gaming Monitor",50,4.333333333333333,3.912023005428146,1.466337068793427,0.1583769633507853
"Acer Predator Z35 35"" UW-UXGA Curved Screen LED Gaming LCD Monitor - 21:9 - Black - Vertical Alignment (VA) - 16.7 Million Colors - G-sync - 300 Nit",127,3.533333333333333,4.844187086458591,1.2622417124499117,0.1904450261780104
"Acer SA230 - LED monitor - 23"" - 1920 x 1080 Full HD (1080p) @ 60 Hz - IPS - 250 cd/m - 4 ms - HDMI, VGA - black",155,4.346153846153846,5.043425116919247,1.4692912806908585,0.1900087260034904
"Acer Spin 3 Intel Core i5 10th Gen 1035G4 (1.10 GHz) 8 GB LPDDR4 Memory 512 GB NVMe SSD 14"" Touchscreen 1920 x 1080 Convertible Thin and Light 2-in-1 Laptop Windows 10 Home 64-bit",68,3.2884615384615383,4.219507705176107,1.1904198379212323,0.8710801393728222
"Acer Swift 3 SF314-55-58P9 14"" Notebook - 1920 x 1080 - Core i5 i5-8265U - 8 GB RAM - 256 GB SSD - Silver - Windows 10 Pro 64-bit",7,4.2727272727272725,1.9459101490553128,1.452252328911688,0.8632404181184669
"Acer UM.WB7AA.002 22"" (21.5"" Viewable) Full HD 1920 x 1080 GTG D-Sub, HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Built-in Speakers LCD/LED Monitor",115,4.125,4.74493212836325,1.4170660197866445,0.1834642233856893
"Acer UT220HQL bmjz 21.5"" Widescreen LED Backlit Touchscreen LCD Monitor",115,4.375,4.74493212836325,1.4759065198095778,0.9721254355400696
"Acer XF270H B 27"" Full HD LED LCD Monitor, 16:9, Black",217,4.078125,5.37989735354046,1.4056373239630215,0.9939024390243902
"Acer XZ321QU 31.5"" LED Widescreen LCD Monitor",95,4.8,4.553876891600541,1.5686159179138452,0.945993031358885
Adventure Stereo Ergo Fit Earbud Headphones,185,4.64797507788162,5.220355825078324,1.5364316576336905,0.2417102966841186
Air 2S Fly More Combo Drone with Remote Control,489,4.724409448818897,6.192362489474872,1.5527425687575551,0.2493455497382199
AirPods Wireless Charging Case,196,4.28169014084507,5.278114659230517,1.4543478243649062,0.1594677137870855
AirTag,310,4.0,5.736572297479192,1.3862943611198906,0.1367801047120418
"Alienware 15 R3 - Core i7 7700HQ / 2.8 GHz - Win 10 Home 64-bit - 16 GB RAM - 128 GB SSD + 1 TB HDD - 15.6"" IPS 1920 x 1080 (Full HD) - GF GTX 1070 - Wi-Fi 5, Bluetooth - silver - kbd: English",187,3.918032786885246,5.231108616854587,1.3655896877581994,0.2028795811518324
Alienware Advanced Gaming Keyboard AW568 - Alienfx RGB Lighting System - 5 Programmable Macro Key Functions,232,4.384615384615385,5.44673737166631,1.4781019103730135,0.2155322862129144
"All-New Kindle Paperwhite Leather Cover 10th Generation-2018, Black",107,4.538461538461538,4.672828834461906,1.5125880864441827,0.2185863874345549
"All-new Echo (2nd Generation) with improved sound, powered by Dolby, and a new design - Charcoal Fabric",37,4.0,3.610917912644224,1.3862943611198906,0.9372822299651568
Alpha 7 IV Full-frame Mirrorless Interchangeable Lens Camera with SEL2870 Lens,14,4.555555555555555,2.6390573296152584,1.5163474893680884,0.1095113438045375
Alpha 7R III Full-frame Interchangeable Lens 42.4 MP Mirrorless Camera - Body Only,514,4.797297297297297,6.2422232654551655,1.568052696271246,0.8397212543554007
Alpha Digital XLR Adaptor Kit with Microphone,254,4.0,5.537334267018537,1.3862943611198906,0.1965532286212914
Amazfit - GTR Smartwatch 42mm Aluminum - Starry Black,36,4.166666666666667,3.58351893845611,1.4271163556401458,0.7909407665505226
Amazon - Echo Show - White,7,4.844444444444444,1.9459101490553128,1.5778325730187692,0.7778745644599303
"Amazon - Kindle (10th Generation) Kids Edition - 6"" - 8GB - Blue",8,4.729166666666667,2.079441541679836,1.5537490065735118,0.2212041884816754
Amazon Echo 3rd Generation Smart Speaker with Alexa - Twilight Blue,40,4.85,3.688879454113936,1.5789787049493915,0.2305846422338568
Amazon Echo Dot (3rd Generation) Smart Speaker with Alexa - Sandstone,317,4.4006410256410255,5.75890177387728,1.4817502179584887,0.2144415357766143
Amazon Echo Show 5 - Compact Smart Display with Alexa - Charcoal,319,4.625,5.765191102784844,1.5314763709643886,0.8510452961672474
Amazon Echo Show 5 Adjustable Stand,288,4.56,5.662960480135946,1.5173226235262949,0.1871727748691099
"Amazon Fire HD 8"" Tablet (8th Generation, 2018 Release) - Black - 16GB (with Special Offers)",8,4.230769230769231,2.079441541679836,1.4423838277709342,0.0089441535776614
Amazon Fire TV Recast 1TB Over-the-Air DVR with 4 Tuners,8,3.971428571428572,2.079441541679836,1.3791258716412782,0.2478184991273996
"Amazon Kindle Fire Quad Core Processor 1.30GHz 1GB Memory 8GB Flash Storage 7"" 1024 x 600 Tablet Fire OS 5 Blue",79,4.485549132947977,4.3694478524670215,1.5008609256854395,0.0146160558464223
Animal Crossing amiibo Card Pack: Series 1 (Single Pack),283,4.652631578947369,5.645446897643238,1.537432990477157,0.1917539267015706
Apple - Apple Watch Nike Series 5 (GPS + Cellular) 44mm Space Gray Aluminum Case with Anthracite/Black Nike Sport Band - Space Gray Aluminum,102,4.823529411764706,4.624972813284271,1.573505903208037,0.1243455497382199
"Apple - MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 8GB Memory - 256GB SSD - Space Gray",266,4.617647058823529,5.583496308781699,1.5298852807321466,0.1884816753926701
Apple - iPhone 11 128GB - Green (Unlocked),33,3.0,3.49650756146648,1.0986122886681098,0.9486062717770036
Apple - iPhone 11 Pro Max Silicone Case - White,109,4.164948453608248,4.691347882229144,1.4267038994577672,0.8658536585365854
Apple - iPod touch 128 GB MP3 Player (6th Generation) - Gold,97,3.869565217391304,4.574710978503383,1.3531421538029902,0.0043630017452006
"Apple 10.2"" iPad (Late 2019, 128GB, Wi-Fi Only, Gold)",398,4.640350877192983,5.986452005284438,1.534789983463804,0.9991289198606272
Apple 10.5-inch iPad Air Wi-Fi 64GB,165,4.509433962264151,5.10594547390058,1.5061716383793888,0.1719022687609075
"Apple 10.9-inch iPad Air, 256GB, Wi-Fi (4th Generation, 2020)",502,4.765027322404372,6.218600119691729,1.5613032710675587,0.9294425087108014
Apple 11-inch iPad Pro (2018) Wi-Fi + Cellular 512GB,43,4.6923076923076925,3.7612001156935615,1.5459245067117746,0.9729965156794425
Apple 11-inch iPad Pro (2020) Wi-Fi + Cellular 256GB - Silver,479,4.827160493827161,6.171700597410915,1.574258405312927,0.8423344947735192
Apple 11-inch iPad Pro (2020) Wi-Fi + Cellular 256GB - Space Gray,602,4.879699248120301,6.400257445308821,1.5850835884823362,0.206151832460733
Apple 12.9-inch iPad Pro (2018) Wi-Fi 512GB - Silver,99,4.65,4.59511985013459,1.536867219599265,0.9747386759581882
"Apple 12.9-inch iPad Pro, 2TB, Wi-Fi (5th Generation, 2021)",602,4.802083333333333,6.400257445308821,1.5690498515288125,0.9878048780487804
"Apple 16"" MacBook Pro (2.3 GHz Intel Core i9 8-Core | 1TB SSD) (Late 2019, Silver)",618,4.572992700729927,6.42648845745769,1.520167848507998,0.8048780487804879
Apple 30W USB-C Power Adapter,94,4.169491525423729,4.543294782270004,1.4277940920266434,0.7935540069686411
"Apple 32gb iPod Touch (7th Generation, Pink)",240,4.151898734177215,5.480638923341991,1.4235657559171222,0.9128919860627178
Apple 44mm Sport Loop - Nectarine,20,4.617647058823529,2.995732273553991,1.5298852807321466,0.7848432055749129
Apple AirPods Pro with Wireless Charging Case,9,3.8533333333333335,2.19722457733622,1.3489385745761218,0.9616724738675958
"Apple Composite AV Cable - 1 x RCA Phono x 3 - Male, 1 x 4-pin USB Type A (Power Only) - Male, 1 x 30-pin Dock Connector - Male",41,4.233333333333333,3.713572066704308,1.442989704796436,0.2153141361256544
Apple HomePod mini (Orange),317,4.027027027027027,5.75890177387728,1.3930283933012348,0.9076655052264808
Apple Leather Case Cover for Apple iPhone X 10 - Black Leather,436,4.6723259762309,6.077642243349034,1.5416570154016476,0.946864111498258
Apple Lightning to 30-pin Adapter,298,4.108108108108108,5.697093486505405,1.412962608202052,0.911149825783972
Apple Lightning to VGA Video Adapter,80,4.220338983050848,4.382026634673881,1.4399154525589883,0.8458188153310104
"Apple Magic Mouse 2 (Wireless, Rechargable) - Silver",284,3.4571428571428573,5.648974238161206,1.2404424841073274,0.980836236933798
Apple Remote,299,4.583333333333333,5.700443573390687,1.5224265354444706,0.8780487804878049
Apple Smart Battery Case for iPhone 11 Pro Max in Black,35,4.362068965517241,3.555348061489413,1.4729464781811008,0.1282722513089005
Apple Smart Folio (for iPad Pro 11-inch),18,3.6666666666666665,2.8903717578961645,1.2992829841302609,0.7517421602787456
Apple Sport Band for 40mm Watch - Black,18,4.150943396226415,2.8903717578961645,1.4233356328002398,0.1433246073298429
Apple TV HD 32GB,162,4.565789473684211,5.087596335232384,1.5185914396605282,0.056719022687609
Apple Watch Magnetic Charger to USB-C Cable,96,4.073170731707317,4.564348191467836,1.4044217457124473,0.7552264808362369
Apple Watch SE - 40mm - GPS - Gold Aluminum Case - Pink Sand Sports Band,365,4.792857142857143,5.899897353582492,1.5671267143623775,0.1494328097731239
Apple Watch SE - 44mm - GPS - Gold Aluminum Case - Pink Sand Sports Band,404,4.833333333333333,6.001414877961151,1.575536360758419,0.8432055749128919
"Apple Watch Series 6 (GPS, 40mm, Blue Aluminum, Deep Navy Sport Band) Smart Watch Smartwatch",514,4.631284916201118,6.2422232654551655,1.53283434929454,0.9642857142857144
"Apple iMac 27"" - Intel Core i7 3.8 GHz - 8GB Memory - 512GB SSD - 8GB Radeon Pro 5500 XT Graphics",572,4.747368421052632,6.349138991379798,1.5575904479021376,0.1116928446771378
"Apple iPad 7th Gen. 32gb, Wi-Fi + 4G (Unlocked), 10.2 in - Space Gray",510,4.587301587301587,6.234410725718371,1.523291961720899,0.2386561954624781
"Apple iPad Pro 10.5"" - 64GB Wifi - 2017 Model - Rose Gold",27,4.842105263157895,3.295836866004329,1.5773495978825998,0.1668848167539267
"Apple iPad Pro 11"" 512GB Silver - Wi-Fi - Acceptable",93,4.75,4.532599493153256,1.55814461804655,0.2371291448516579
"Apple iPad Pro Tablet (128GB, Wi-Fi, Space Gray) 12.9in (Renewed)",248,4.095238095238095,5.513428746164983,1.4098248585300843,0.1407068062827225
Apple iPad Smart Cover - Charcoal Gray,172,2.9166666666666665,5.147494476813453,1.0704414117014134,0.0167975567190226
"Apple iPad mini 2 - 7.9"" - Wi-Fi - 32 GB - Silver - U.S. English - 7.9""",20,4.2,2.995732273553991,1.4350845252893227,0.1114746945898778
Apple iPhone 11 Pro Silicone Case,253,4.1440677966101696,5.53338948872752,1.4216778650092072,0.8519163763066202
"Apple iPhone 6s 16GB, 4.7"" Unlocked Cell phone (Rose Gold)",39,3.806451612903226,3.6635616461296463,1.3366974199805186,0.0237783595113438
"Apple iPhone 6s 16GB, Gold - Unlocked GSM Refurbished",39,3.783783783783784,3.6635616461296463,1.33072450996508,0.1832460732984293
Apple iPhone 6s Plus 16GB Verizon GSM Unlocked T-Mobile ATT LTE Smartphone Gold,4,4.911764705882353,1.3862943611198906,1.591633287800594,0.1542321116928446
"Apple iPhone 7 - 4G smartphone 256 GB - LCD display - 4.7"" - 1334 x 750 pixels - rear camera 12 MP - front camera 7 MP - jet black",143,4.052631578947368,4.962844630259907,1.3993664426872434,0.0102530541012216
Apple iPhone 7 Plus 32GB Verizon GSM Unlocked T-Mobile ATT 4G LTE - Black,74,3.5,4.30406509320417,1.252762968495368,0.2458551483420593
Apple iPhone SE (2020) 128GB GSM/CDMA Fully Unlocked Phone - Red,210,4.419354838709677,5.3471075307174685,1.4859937213429786,0.2260034904013961
Apple iPhone SE (2020) 64gb GSM/CDMA Fully Unlocked Phone - Black (Certified Refurbished),70,4.2631578947368425,4.248495242049359,1.4500101755059984,0.7700348432055749
Apple iPhone XR - 128GB - Red - Factory Unlocked,64,4.204545454545454,4.158883083359672,1.4361661911600636,0.0104712041884816
Apple iPhone XR - Yellow - 64gb,6,3.909090909090909,1.791759469228055,1.363304842895192,0.0220331588132635
Apple iPhone Xs Max 64gb - Space Gray Unlocked,335,4.037453183520599,5.814130531825066,1.3956140930686929,0.2349476439790576
Apple iPod Touch 7th Generation 256GB Blue,86,4.4363636363636365,4.454347296253507,1.489835040060731,0.7839721254355401
Apple iPod touch (6th Generation) - 128 GB - Blue,4,3.633333333333333,1.3862943611198906,1.2901505005669882,0.1801919720767888
"Arlo Pro 2 1080P HD Add-on Security Camera VMS4030P - 1 Wire-Free Rechargeable Battery Camera with Two-Way Audio, Indoor/Outdoor, Night Vision, Motion Detection (No Base Station Included)",30,4.65,3.4011973816621555,1.536867219599265,0.2026614310645724
Arlo Pro 2 Smart Security System with 3 Cameras (VMS4330P),370,3.5391304347826087,5.91350300563827,1.2638810570793448,0.0290139616055846
Arlo Pro Wire-Free HD Security System with 1 Camera,278,3.7450980392156863,5.627621113690637,1.3204477953223042,0.0198516579406631
Arlo Smart Home 1 HD Camera Security System 100% Wire-Free Indoor Outdoor with Night Vision VMS3130,79,3.086206896551724,4.3694478524670215,1.1269427952943356,0.2279668411867365
"Arlo Solar Panel, Black (VMA4600)",242,2.9285714285714284,5.488937726156687,1.074514737089049,0.764808362369338
"Arlo™ Pro 2 by NETGEAR Security Camera System with Siren – 6 Rechargeable Wire-Free 1080p HD Cameras with Audio, Indoor/Outdoor, Night Vision, Works with Amazon Alexa™ (VMS4630P-100NAS)",15,2.4375,2.70805020110221,0.8909729238898652,0.1782286212914485
"Aspire 15.6"" Laptop - Intel Core i5 - 4GB Memory - 1TB Hard Drive",123,4.314285714285714,4.812184355372417,1.4619317753255106,0.1740837696335078
"Asus VivoBook Pro, 17"" Full HD , Intel i7-8550U Processor, 16GB RAM, 256GB SSD + 1TB HDD, GeForce GTX 1050,Backlit Keyboard, Windows 10, Star Gray, N705UD-EH76 Thin & Light Laptop",53,4.181818181818182,3.970291913552122,1.4307461236907244,0.1795375218150087
Asus VivoBook S15 S533 S533EA-DH74-WH Notebook,338,4.442622950819672,5.823045895483019,1.4912449567063897,0.940766550522648
Avance Collection Digital Air Fryer XL,52,4.4868421052631575,3.951243718581428,1.5011491369971857,0.2397469458987783
BENQ 27IN LED 1000:1 BLACK HDM,25,3.947368421052632,3.218875824868201,1.37304913436987,0.8179442508710801
Backpack for Phantom Drones,277,3.661971830985916,5.6240175061873385,1.2980017539742124,0.1483420593368237
Basic Optical Mouse for Business-Black,283,4.163636363636364,5.645446897643238,1.4263888183217688,0.902439024390244
