product,usernames_count,coreness,rating_medio,usernames_count_log,rating_medio_log
"550 Sq. Ft. 11,500 BTU In Wall Air Conditioner",59,0.9381533101045296,3.8217821782178216,4.07753744390572,1.3407168526235713
550 Sq. Ft. Smart Window Air Conditioner,92,0.9869337979094077,4.225609756097561,4.5217885770490405,1.4411635713657047
55” Class BRAVIA XR A90J Series OLED 4K UHD Smart Google TV,95,0.9703832752613241,4.654545454545454,4.553876891600541,1.5378442592470916
55” Class QN90B Neo QLED 4K Smart Tizen TV,32,0.16295811518324607,3.5737704918032787,3.4657359027997265,1.2736211986157777
"65"" Class (64.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",81,0.17168411867364747,3.1666666666666665,4.394449154672439,1.1526795099383853
65W USB-C Notebook Power Bank Plus for most Type-C laptops and most USB-A devices - PW7018LC,9,0.18717277486910996,4.625,2.1972245773362196,1.5314763709643886
"7"" - Android Auto/Apple® CarPlay™ - Built-in Bluetooth - In-Dash Digital Media Receiver",76,0.22273123909249565,3.963855421686747,4.330733340286331,1.377217142968774
7.2-Ch. with Dolby Atmos 4K Ultra HD A/V Home Theater Receiver,284,0.9250871080139373,4.25748502994012,5.648974238161206,1.4486786173864858
"7.3 cu. ft. Ultra Large White Smart Gas Vented Dryer with EasyLoad Door, TurboSteam and Wi-Fi Enabled",12,0.9782229965156795,4.583333333333333,2.4849066497880004,1.5224265354444706
7.5 Cu. Ft. Stackable Smart Electric Dryer with Steam Sanitize+ and Sensor Dry,345,0.921602787456446,4.186147186147186,5.84354441703136,1.4317807849315007
70” Class 7 Series LED 4K UHD Smart Tizen TV,612,0.19829842931937172,4.275590551181103,6.416732282512326,1.4529222334753442
"8,000 BTU Smart Window Air Conditioner",19,0.20593368237347295,4.298941798941799,2.9444389791664403,1.4583688991442503
8x External Double-Layer DVD±RW/CD-RW SuperMulti Blade Drive,37,0.1306719022687609,4.1192660550458715,3.6109179126442243,1.4156750055131107
980 PRO 2TB Internal Gaming SSD PCIe Gen 4 x4 NVMe,574,0.13568935427574172,4.7607361963190185,6.352629396319567,1.5604023193764565
A League of Their Own (DVD),13,0.14616055846422338,4.870967741935484,2.5649493574615367,1.583292632329778
"AC Adapter Charger For Samsung Galaxy Book 12, , SM-W720NTKBXAR SM-W720NZKBXAR",235,0.002617801047120419,4.27906976744186,5.459585514144159,1.453735641915423
AC Adapter Charger Power Cord for Lenovo IdeaPad Yoga 13 59359567,36,0.11910994764397906,4.25,3.58351893845611,1.4469189829363254
AC Adapter Charger Power Supply For Asus VX279H MX239H VX239H MX279H MX279H,130,0.1293630017452007,4.265625,4.867534450455582,1.4505887118252878
AC1750 Dual-Band Wi-Fi Router,21,0.7508710801393729,4.7727272727272725,3.044522437723423,1.5629178967992075
AC2200 Smart Whole Home WiFi,414,0.7578397212543554,3.963855421686747,6.025865973825314,1.377217142968774
AF-S DX NIKKOR 18-300mm f/3.5-5.6G ED VR Standard Zoom Lens,12,0.14856020942408377,4.7,2.4849066497880004,1.547562508716013
"AOC 24V2H 23.8"" Full HD WLED Gaming LCD Monitor - 16:9 - Black - 1920 x 1080 - 16.7 Million Colors - FreeSync - 250 Nit - 5 ms - HDMI - VGA",3,0.11780104712041885,4.8,1.0986122886681098,1.5686159179138452
"AOC Monitor 28"" 4K UHD 3840x2160 Res Free-sync 1ms 300 cd/m2 Brightness VGA DVI-D HDMI (MHL) DisplayPort U2879VF",47,0.08791448516579407,4.25,3.8501476017100584,1.4469189829363254
"AOC e1659FWU 16"" LED USB Powered Portable Monitor with case - Adjustable Monitor Angle - 1366 x 768 - 262,000 Colors - 200 Nit - 500:1 - HD - USB - 8 W - Glossy Piano Black - ENERGY STAR 6.0, ...",8,0.8249128919860627,3.838709677419355,2.0794415416798357,1.3451362886263831
ARLO GO MOBILE HD SECURITY CAM,108,0.9155052264808362,3.127659574468085,4.68213122712422,1.1402849850686776
AS-19 Speedlight Stand,85,0.8127177700348432,4.916666666666667,4.442651256490317,1.5926307941177191
"ASPIRE E1-532-2635 Laptop Screen 15.6 SLIM LED BOTTOM RIGHT WXGA HD, Ship from USA，Brand Acer",70,0.24781849912739964,4.076923076923077,4.248495242049359,1.405342556090585
"ASUS - ROG Zephyrus 14"" Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3060 - 1TB SSD Notebook GA401QM-211.ZG14B PC Computer",4,0.2262216404886562,3.8,1.3862943611198906,1.33500106673234
ASUS 2020 Asus VivoBook S433FA-DS51-WH 14 FHD Laptop Intel i5-10210u 8GB 512GB Win10,46,0.1487783595113438,4.1568627450980395,3.828641396489095,1.4247606419476868
"ASUS 24"" (Actual size 23.6"") Full HD 1920 x 1080 VGA DVI-D HDMI Built-in Speakers LED Backlit LCD Monitor",275,0.20331588132635253,4.369230769230769,5.616771097666572,1.4745869682655688
"ASUS 24"" Widescreen LED Backlit LCD Monitor",348,0.087478184991274,4.425531914893617,5.8522024797744745,1.4873904779912595
"ASUS 27"" 1440P Professional Monitor (PB278QV) - QHD (2560 X 1440) 75Hz, Adaptive-Sync, Eye Care, DisplayPort, HDMI, Dual-Link DVI, VGA, Black",10,0.18608202443280977,4.75,2.302585092994046,1.55814461804655
"ASUS 27"" 16:9 Curved LCD Gaming Monitor",67,0.9930313588850175,4.083333333333333,4.204692619390966,1.4069136483226263
"ASUS 28"" 16:9 4K IPS TUF Gaming Monitor",54,0.9799651567944251,4.625,3.9889840465642745,1.5314763709643886
ASUS AC1900 Dual-Band USB 3.1 Gen 1 Wi-Fi Adapter,179,0.23080279232111695,3.8548387096774195,5.187385805840755,1.3493291668864191
"ASUS DOCSIS 3.0 High Speed 16 x 4 Cable Modem, 686 Mbps Download Speed, Xfinity, Spectrum, Cox certified",48,0.24345549738219896,3.9545454545454546,3.871201010907891,1.3748656652962679
"ASUS Designo 25"" 1440P Eye Care Monitor - QHD (2560 x 1440), 100% sRGB, IPS, DisplayPort, HDMI",345,0.7560975609756098,4.428571428571429,5.84354441703136,1.488077055429833
ASUS GeForce GTX 1080 TI 11GB GDDR5X Founders Edition VR Ready 5K HD Gaming HDMI DisplayPort PCIe Graphics Card,9,0.24171029668411867,4.277777777777778,2.1972245773362196,1.4534336639575192
"ASUS Laptop Intel Celeron N4020 (1.10GHz) 4GB Memory 128 GB eMMC SSD Intel UHD Graphics 600 14.0"" Windows 10 in S mode L410MA-DB04",22,0.8353658536585366,4.384615384615385,3.091042453358316,1.4781019103730135
"ASUS Laptop ZenBook Intel Core i7 10th Gen 10510U (1.80GHz) 16 GB LPDDR3 Memory 512 GB SSD NVIDIA GeForce MX250 14.0"" Windows 10 Pro 64-bit UX434FLC-XH77",19,0.8048780487804879,3.4545454545454546,2.9444389791664403,1.2396908869280152
"ASUS Laptop, ""14 HD Display, AMD A6-9225 Processor, 4GB DDR4 RAM, 500GB HDD, ASUS X441BA-CBA6A",185,0.17975567190226877,3.090909090909091,5.220355825078324,1.128465251817791
"ASUS MeMO Pad HD7 Tablet - Quad-Core 1GB DDR3 RAM 16GB Flash 7"" IPS 1280x800 WiFi, GPS - Blue Color",14,0.9729965156794425,3.25,2.6390573296152584,1.1786549963416462
ASUS PRIME Z370-A LGA1151 DDR4 DP HDMI DVI M.2 USB 3.1 Z370 ATX Motherboard,25,0.04973821989528796,3.3157894736842106,3.2188758248682006,1.1986957472250923
"ASUS ProArt StudioBook 15 Mobile Workstation Laptop, 15.6"" UHD NanoEdge Bezel, Intel Core i7-9750H, 32 GB DDR4, 512GB+512GB RAID-0 SSD, NVIDIA GeForce RTX 2060, Windows 10 Pro, , Star Grey",51,0.14157940663176266,4.0,3.9318256327243257,1.3862943611198906
"ASUS ROG MAXIMUS XII HERO (WI-FI) LGA 1200 (Intel 10th Gen) Intel Z490 (WiFi 6) SATA 6Gb/s ATX Intel Motherboard (14+2 Power Stages, DDR4 4800+, 5Gbps LAN, Intel LAN, Bluetooth v5.1, Triple M.2, Aura Sync)",8,0.031195462478184992,4.111111111111111,2.0794415416798357,1.413693335308005
"ASUS ROG Strix Flare (Cherry MX Red) Aura Sync RGB Mechanical Gaming Keyboard with Switches, Customizable Badge, USB Pass Through and Media Controls",20,0.21662303664921467,4.492537313432836,2.995732273553991,1.5024176453579097
"ASUS ROG Strix Flare RGB Mechanical Gaming Keyboard with Cherry MX Silent Red Switches, Aura Sync RGB Lighting, Customizable Badge, USB Pass-Through and Media Controls",1,0.837979094076655,4.111111111111111,0.0,1.413693335308005
"ASUS ROG Strix GL531GT-EB76 15.6"" 60 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1650 16 GB Memory 1 TB PCIe SSD Windows 10 Home 64-bit Gaming Laptop",2,0.12892670157068062,4.0,0.6931471805599453,1.3862943611198906
"ASUS ROG Strix Gaming Laptop 17.3"", Intel Core i7-8750, NVIDIA GeForce GTX 1070 8GB, 256GB SSD + 1TB SSHD Storage, 16GB RAM, GL703GS-DS74",4,0.22033158813263526,3.0,1.3862943611198906,1.0986122886681098
"ASUS ROG Zephyrus M GU502GV-BI7N10 - Core i7 9750H / 2.6 GHz - Windows 10 - GF RTX 2060 - 16 GB RAM - 1 TB SSD - 15.6"" 1920 x 1080 (Full HD) @ 144 Hz - Wi-Fi 5 - brushed black",269,0.12412739965095987,4.253521126760563,5.594711379601839,1.4477471403335542
"ASUS RT-AX92U (2 Pack) AX6100 Tri-Band Wi-Fi 6 Gaming Mesh Router with 802.11Ax, Lifetime AiProtection Security by Trend Micro, AiMesh Compatible, Adaptive QoS & Parental Control",306,0.1736474694589878,4.036697247706422,5.723585101952381,1.395426844683163
ASUS Radeon HD 6850 1GB GDDR5 PCI Express 2.1 x16 CrossFireX Support Video Card with Eyefinity,18,0.7709059233449478,4.625,2.8903717578961645,1.5314763709643886
"ASUS TUF GAMING 25"" (Actual size 24.5"") Full HD 1920 x 1080 1ms (MPRT) 144Hz HDMI DisplayPort Built-in Speakers Extreme Low Motion Blur Adaptive-sync IPS Gaming Monitor",124,0.16404886561954626,4.232558139534884,4.820281565605037,1.442806571383233
"ASUS TUF Gaming 27"" 16:9 170 Hz Adaptive-Sync QHD HDR IPS Gaming Monitor",89,0.7857142857142857,4.551724137931035,4.48863636973214,1.5155060925998969
"ASUS TUF Gaming 27"" 16:9 HDR 165 Hz Adaptive-Sync TN Monitor",138,0.16863001745200698,4.291139240506329,4.927253685157205,1.4565522549134287
"ASUS TUF Gaming FX705DT DR7N8 - Ryzen 7 3750H / 2.3 GHz - Windows 10 Home - GF GTX 1650 - 8 GB RAM - 512 GB SSD - 17.3"" 1920 x 1080 (Full HD) - Wi-Fi 5 - black",15,0.174956369982548,4.416666666666667,2.70805020110221,1.4853852637641216
ASUS USB-N13 Pro N USB Adaptor - USB - 300Mbps - IEEE 802.11n (draft),14,0.8449477351916377,4.2,2.6390573296152584,1.4350845252893227
"ASUS VS Series 24"" (Actual size 23.6"") Full HD 1920 x 1080 60Hz HDMI VGA DVI-D SPLENDID Modes Widescreen LED Backlight LCD Monitor",225,0.1799738219895288,4.526315789473684,5.41610040220442,1.5099083170870673
ASUS VivoBook 15.6 NanoEdge Bezel Laptop Intel i5-8250U 1.6GHz 8GB 256GB SSD Windows 10,1,0.8815331010452961,4.0,0.0,1.3862943611198906
"ASUS VivoBook Flip Thin and Lightweight 2-in-1 HD 11.6"" HD Touchscreen Laptop, Intel Dual-Core Celeron N3350 Processor, 4 GB DDR3, 64 GB eMMC Storage, Windows 10 in S mode, Office 365 - J202NA-DH01T",5,0.9163763066202091,4.103448275862069,1.6094379124341003,1.4118276631250555
"ASUS VivoBook S15 Laptop, 15.6 FHD i5-10210U CPU 8GB RAM 512GB PCIe SSD Windows 10 Home , Moss Green-Metal",8,0.9128919860627178,4.411764705882353,2.0794415416798357,1.4842747694800944
"ASUS VivoBook S15 Thin Light 15.6 FHD, Intel Core i7-8565U CPU, 8GB DDR4 RAM, PCIe NVMe 256GB SSD, Windows 10 Home, S532FA-EB",12,0.11976439790575917,4.041666666666667,2.4849066497880004,1.3966571481554373
ASUS Wireless-AC1750 Dual-Band Gigabit Router,460,0.0004363001745200698,4.5,6.131226489483141,1.5040773967762742
"ASUS ZenBook Pro Duo UX581 15.6"" 4K UHD NanoEdge Bezel Touch, Intel Core i7-9750H, 16 GB RAM, 1 TB PCIe SSD, GeForce RTX 2060, Innovative ScreenPad Plus, Windows 10 Pro - UX581GV-XB74T, Celestial Blue",219,0.1956806282722513,4.380952380952381,5.389071729816501,1.4772661393256175
"ASUS ZenWiFi XT8 AX6600 Wireless Tri-Band Mesh Wi-Fi System (2-Pack, White)",662,0.0975130890052356,4.196428571428571,6.495265555937008,1.4342338234090097
ASUS sTRX4 AMD TRX40 SATA 6Gb/s ATX AMD Motherboard,8,0.15837696335078535,4.166666666666667,2.0794415416798357,1.4271163556401458
ASUS sTRX4 AMD TRX40 SATA 6Gb/s Extended ATX AMD Motherboard,5,0.10253054101221641,4.076923076923077,1.6094379124341003,1.405342556090585
"ASUS® AC1900 Dual-Band Wi-Fi Gigabit Router, 1900 Mbps, 5 Port",582,0.18520942408376964,4.22,6.366470447731438,1.4398351280479205
"Acer - Nitro 5 15.6"" Laptop - Intel Core i5 - 8GB Memory - Nvidia GeForce GTX 1650 - 256GB SSD - Obsidian Black",9,0.193717277486911,4.5,2.1972245773362196,1.5040773967762742
"Acer 15.6 Chromebook CB5-571-C4G4, Intel Celeron, 4GB Memory, 16GB Storage, Chrome OS - White",3,0.8745644599303136,4.2272727272727275,1.0986122886681098,1.4415570397949402
"Acer 15.6"" Aspire 3 Laptop AMD 3 GHz 6 GB Ram 1TB HDD Windows 10 Home - Manufacturer Refurbished",3,0.22578534031413613,3.6666666666666665,1.0986122886681098,1.2992829841302609
"Acer 19.5"" Widescreen Monitor 16:9 5ms 60hz HD (1366 x 768) - Manufacturer Refurbished",9,0.14070680628272253,3.8,2.1972245773362196,1.33500106673234
"Acer Aspire 5 A515-51-563W, 15.6 Full HD (1920 x 1080), 7th Gen Intel Core i5-7200U, 8GB DDR4, 1TB HDD, Windows 10 Home",7,0.9172473867595818,3.933333333333333,1.9459101490553132,1.3694872428035094
"Acer B247Y 24"" (Actual Size: 23.8"") Full HD 1920 x 1080 Height Adjustable IPS Monitor with 2 x 4W Speakers",161,0.22600349040139617,4.40625,5.081404364984463,1.4830239875784417
"Acer B6 22"" Monitor Display 1680 x 1050 WSXGA+ 16:10 250nit",1,0.24738219895287958,3.5,0.0,1.252762968495368
"Acer Chromebook 315 15.6"" Intel Celeron N4020 1.1GHz 4GB Ram 64GB SSD Chrome OS -  Manufacturer Refurbished",34,0.0034904013961605585,4.615384615384615,3.5263605246161616,1.529395204760564
"Acer ET322QK wmiipx 32"" (Actual size 31.5"") 4K 3840 x 2160 Ultra HD HDMI DisplayPort AMD FreeSync Built-in Speakers Widescreen LED Backlight LCD/LED Monitor",182,0.23865619546247818,3.761904761904762,5.204006687076795,1.3249254147435985
"Acer G7 Series G257HU smidpx 25"" WQHD 2560 x 1440 2K 4ms (GTG) DVI HDMI DisplayPort Built-in Speakers LED Backlight IPS Monitor",141,0.21444153577661432,4.085714285714285,4.948759890378168,1.4074965687704935
"Acer GF246 24"" LED LCD Monitor",46,0.8667247386759582,4.03125,3.828641396489095,1.3940765015619456
"Acer KA2 - 27"" Monitor Full HD 1920x1080 75Hz IPS 1ms VRB 16:9 250Nit",53,0.9773519163763066,3.142857142857143,3.970291913552122,1.1451323043030026
"Acer KG281K bmiipx 28"" Ultra HD 3840 x 2160 4K Resolution 1ms DisplayPort 2xHDMI AMD FreeSync Built-in Speakers Flicker-Free Widescreen LED Backlight Gaming Monitor",57,0.764808362369338,4.649122807017544,4.04305126783455,1.536678558151672
"Acer NITRO XV272U Pbmiiprzx 27"" WQHD 2560 x 1440 2K Resolution 1ms 144Hz DisplayPort 2xHDMI AMD Free-Sync USB 3.0 Hub Built-in Speakers Widescreen LED Backlight IPS Gaming Monitor",56,0.7839721254355401,4.233333333333333,4.02535169073515,1.442989704796436
"Acer Nitro 27"" Class FHD Curved Gaming Monitor",10,0.23778359511343805,3.8214285714285716,2.302585092994046,1.3406243242867022
"Acer Nitro 5 AN515-54-51M5 15.6"" Gaming Notebook - 1920 x 1080 - Core i5 i5-9300H - 8 GB RAM - 1 TB HDD - 128 GB SSD - Black",9,0.8214285714285714,4.520833333333333,2.1972245773362196,1.5086963426325686
Acer Nitro 50 - Intel Core i5-10400F - 8 GB DDR4 - 512 GB SSD - GeForce GTX 1650 - Windows 10 Home - Gaming Desktop,42,0.12390924956369982,4.523809523809524,3.7376696182833684,1.5093544538771178
Acer Predator Helios 300 Intel Core i7 9750H 2.60GHz 16 GB RAM 512 GB SSD Win10H -  Manufacturer Refurbished,69,0.7543554006968641,3.875,4.23410650459726,1.3545456628053103
"Acer Predator XB1 27"" Gaming Monitor 4K G-Sync IPS 4ms 60Hz 300nit -  Manufacturer Refurbished",12,0.8275261324041812,3.217391304347826,2.4849066497880004,1.16857087727502
"Acer Predator XB1 XB271HU bmiprz 27"" WQHD 2560 x 1440 2K Resolution 144Hz (165Hz OverClock) HDMI DisplayPort NVIDIA G-Sync Built-in Speakers USB HUB LED Backlit IPS Gaming Monitor",207,0.19960732984293195,4.394736842105263,5.332718793265369,1.4804076526903693
"Acer Predator XB3 XB253Q Gxbmiiprzx 24.5"" Full HD 1920 x 1080 240 Hz HDMI, DisplayPort, USB, Audio G-Sync (NVIDIA Adaptive Sync) Built-in Speakers Flat Panel IPS Gaming Monitor",60,0.0700261780104712,4.333333333333333,4.0943445622221,1.466337068793427
"Acer Predator Z35 35"" UW-UXGA Curved Screen LED Gaming LCD Monitor - 21:9 - Black - Vertical Alignment (VA) - 16.7 Million Colors - G-sync - 300 Nit",139,0.12914485165794068,3.533333333333333,4.9344739331306915,1.2622417124499117
"Acer SA230 - LED monitor - 23"" - 1920 x 1080 Full HD (1080p) @ 60 Hz - IPS - 250 cd/m - 4 ms - HDMI, VGA - black",166,0.1695026178010471,4.346153846153846,5.111987788356544,1.4692912806908585
"Acer SB0 27"" Widescreen Monitor Display Full HD 1920x1080 16:9 75Hz - Manufacturer Refurbished",1,0.19175392670157068,4.125,0.0,1.4170660197866443
"Acer Spin 3 Intel Core i5 10th Gen 1035G4 (1.10 GHz) 8 GB LPDDR4 Memory 512 GB NVMe SSD 14"" Touchscreen 1920 x 1080 Convertible Thin and Light 2-in-1 Laptop Windows 10 Home 64-bit",91,0.8179442508710801,3.2884615384615383,4.51085950651685,1.1904198379212325
"Acer Swift 3 SF314-55-58P9 14"" Notebook - 1920 x 1080 - Core i5 i5-8265U - 8 GB RAM - 256 GB SSD - Silver - Windows 10 Pro 64-bit",13,0.8440766550522648,4.2727272727272725,2.5649493574615367,1.452252328911688
"Acer UM.WB7AA.002 22"" (21.5"" Viewable) Full HD 1920 x 1080 GTG D-Sub, HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Built-in Speakers LCD/LED Monitor",127,0.23800174520069808,4.125,4.844187086458591,1.4170660197866443
"Acer UT220HQL bmjz 21.5"" Widescreen LED Backlit Touchscreen LCD Monitor",136,0.9634146341463414,4.375,4.912654885736052,1.4759065198095778
"Acer V196HQL Ab 19"" (Actual szie 18.5"") WXGA 1366 x 768 5ms 60Hz VGA Backlit LED LCD Monitor",23,0.23451134380453753,4.3478260869565215,3.1354942159291497,1.4696759700589417
"Acer V196L - LED monitor - 19""",3,0.23843804537521815,4.533333333333333,1.0986122886681098,1.5114575040738967
"Acer XF270H B 27"" Full HD LED LCD Monitor, 16:9, Black",231,0.9547038327526133,4.078125,5.442417710521793,1.4056373239630215
"Acer XZ321QU 31.5"" LED Widescreen LCD Monitor",114,0.9686411149825784,4.8,4.736198448394496,1.5686159179138452
Adventure Stereo Ergo Fit Earbud Headphones,221,0.18586387434554974,4.64797507788162,5.3981627015177525,1.5364316576336903
Air 2S Fly More Combo Drone with Remote Control,523,0.24105584642233857,4.724409448818897,6.259581464064923,1.5527425687575551
AirPods Wireless Charging Case,245,0.15772251308900523,4.28169014084507,5.501258210544727,1.4543478243649062
AirTag,339,0.15924956369982549,4.0,5.82600010738045,1.3862943611198906
"Alienware 15 R3 - Core i7 7700HQ / 2.8 GHz - Win 10 Home 64-bit - 16 GB RAM - 128 GB SSD + 1 TB HDD - 15.6"" IPS 1920 x 1080 (Full HD) - GF GTX 1070 - Wi-Fi 5, Bluetooth - silver - kbd: English",200,0.1930628272251309,3.918032786885246,5.298317366548036,1.3655896877581994
Alienware Advanced Gaming Keyboard AW568 - Alienfx RGB Lighting System - 5 Programmable Macro Key Functions,243,0.23712914485165795,4.384615384615385,5.493061443340548,1.4781019103730135
"All-New Kindle Paperwhite Leather Cover 10th Generation-2018, Black",116,0.19895287958115185,4.538461538461538,4.7535901911063645,1.5125880864441827
"All-new Echo (2nd Generation) with improved sound, powered by Dolby, and a new design - Charcoal Fabric",41,0.9355400696864111,4.0,3.713572066704308,1.3862943611198906
Alpha 7 IV Full-frame Mirrorless Interchangeable Lens Camera with SEL2870 Lens,56,0.14659685863874347,4.555555555555555,4.02535169073515,1.5163474893680884
Alpha 7R III Full-frame Interchangeable Lens 42.4 MP Mirrorless Camera - Body Only,532,0.9006968641114983,4.797297297297297,6.2766434893416445,1.568052696271246
Alpha Digital XLR Adaptor Kit with Microphone,265,0.2443280977312391,4.0,5.579729825986222,1.3862943611198906
Amazfit - GTR Smartwatch 42mm Aluminum - Starry Black,58,0.769163763066202,4.166666666666667,4.060443010546419,1.4271163556401458
Amazon - Echo Show - White,7,0.7674216027874564,4.844444444444444,1.9459101490553132,1.5778325730187692
"Amazon - Kindle (10th Generation) Kids Edition - 6"" - 8GB - Blue",10,0.2074607329842932,4.729166666666667,2.302585092994046,1.5537490065735118
Amazon Echo 3rd Generation Smart Speaker with Alexa - Twilight Blue,43,0.1769197207678883,4.85,3.7612001156935624,1.5789787049493917
Amazon Echo Dot (3rd Generation) Smart Speaker with Alexa - Sandstone,364,0.17452006980802792,4.4006410256410255,5.8971538676367405,1.4817502179584887
Amazon Echo Dot Case Fits Echo Dot 2nd Generation Only - Indigo Fabric,1,0.7909407665505226,4.375,0.0,1.4759065198095778
